model,arm,config_hash,recurrence_kind,task,split,difficulty,reasoning_steps,n_seeds,cos_last,cos_last_vs_seed,cos_min_after_first,token_acc,exact_match
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",2,3,0.8968735088904699,0.0,0.8968735088904699,0.9993326661584375,0.9919919919919918
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,3,0.8918348948160807,0.0,0.8771366452177366,1.0,1.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",8,3,0.8911959050844113,0.0,0.7937917162974676,0.6197864495448999,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,3,0.803303487598896,0.0,0.7339776940643787,0.686269601275613,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",32,3,0.8362892595663046,0.0,0.7429660838097334,0.6643310061640091,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,3,0.48009943092862767,1.0,0.48009943092862767,1.0,1.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",2,3,0.9022225687901179,0.0,0.9022225687901179,0.9999165832698047,0.998998998998999
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,3,0.8747615913550059,0.0,0.8700211271643639,0.9997497498094141,0.9969969969969971
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",8,3,0.9122936421384414,0.0,0.7835294809192419,0.6127794451183742,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",16,3,0.6640341480573019,0.0,0.6640341480573019,0.7000333660238378,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",32,3,0.8704603265505284,0.0,0.7144905664026737,0.5657323958935799,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",1,3,0.5007516890764236,1.0,0.5007516890764236,0.9564444464047751,0.6186666666666666
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",2,3,0.8873870000243187,0.0,0.8873870000243187,0.9495000024239223,0.5553333333333333
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",4,3,0.8611854364474615,0.0,0.8528489073117574,0.9862222243150076,0.8546666666666667
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",8,3,0.9157567334671816,0.0,0.8002470865224799,0.626111111720403,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",16,3,0.7192840712765852,0.0,0.6598612442612648,0.7221111032565434,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",32,3,0.8329339505483707,0.0,0.6767224430417021,0.5064999995132288,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",1,3,0.5024425312876701,1.0,0.5024425312876701,0.9391111183563868,0.41733333333333333
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",2,3,0.8899372095863024,0.0,0.8899372095863024,0.9056666708389919,0.18200000000000002
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",4,3,0.8647401581207911,0.0,0.8511731202403704,0.8594999936024347,0.028666666666666663
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",8,3,0.895149697860082,0.0,0.8284690075864395,0.6671666636864345,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",16,3,0.7041966406007608,0.0,0.6444320182005564,0.7675555463433265,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",32,3,0.7933152926464876,0.0,0.6452175586794814,0.46461111085116863,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",1,3,0.8637630070249239,1.0,0.8637630070249239,0.7729305422703425,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",2,3,0.9632596224546432,0.0,0.9632596224546432,0.771499985853831,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",4,3,0.9729230627417564,0.0,0.9618867834409078,0.7712222079833349,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",8,3,0.9731601364910603,0.0,0.9405566261460384,0.7638610994815828,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",16,3,0.9143830959995588,0.0,0.8709679196278254,0.7631249883174895,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",32,3,0.9268404158453146,0.0,0.8877371931448579,0.7680277682940165,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",1,3,0.870987743139267,1.0,0.870987743139267,0.638236111998558,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",2,3,0.9685928920904795,0.0,0.9685928920904795,0.6344166677594184,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",4,3,0.9766068582733473,0.0,0.9662768940130869,0.6313194453716278,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",8,3,0.9773185035834709,0.0,0.9441601429134607,0.6179722263216972,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",16,3,0.9398144831260046,0.0,0.9163956915338834,0.6211388926108677,0.0
bdh_cq,bdh_cq/init_skip,79d948f95c7e,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",32,3,0.9332584502796332,0.0,0.8968245200812817,0.6311944479544956,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,1,0.8621896728873253,1.0,0.8621896728873253,0.8047263548890157,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,1,0.9938718676567078,0.0,0.9512333571910858,0.7972636703235,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",8,1,0.9447432179003954,0.0,0.9033392015844584,0.759950249942381,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",32,1,0.9964462425559759,0.0,0.8915603924542665,0.7375621982474825,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,1,0.8674578964710236,1.0,0.8674578964710236,0.8196517264665063,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,1,0.9946736991405487,0.0,0.950947068631649,0.8146766059434236,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",8,1,0.9429100565612316,0.0,0.8970208875834942,0.7686567181971535,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",32,1,0.9906399548053741,0.0,0.8731130324304104,0.7176616921353696,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,1,0.8634607195854187,1.0,0.8634607195854187,0.7916666558294585,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,1,0.9942536726593971,0.0,0.9515726789832115,0.763888877901164,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",8,1,0.9589006826281548,0.0,0.902812646701932,0.7020202021707188,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",32,1,0.998935267329216,0.0,0.902812646701932,0.623737373586857,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",1,1,0.857574924826622,1.0,0.857574924826622,0.7841666543483734,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",4,1,0.9941002354025841,0.0,0.9497271999716759,0.7808333188295364,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",8,1,0.929627288132906,0.0,0.8950091693550348,0.6958333340287208,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",32,1,0.9960719868540764,0.0,0.8652922958135605,0.6533333361148834,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",1,1,0.8654947653412819,1.0,0.8654947653412819,0.7841666515171528,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",4,1,0.9940721914172173,0.0,0.950315997004509,0.7683333194255829,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",8,1,0.9618533998727798,0.0,0.9101166296750307,0.7150000052899123,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",32,1,0.9963264241814613,0.0,0.9101166296750307,0.6708333360403776,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",1,1,0.95002631098032,1.0,0.95002631098032,0.7095833152532578,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",4,1,0.999304436147213,0.0,0.9905447736382484,0.708541647195816,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",8,1,0.9994795117527246,0.0,0.9890521708875895,0.708541647195816,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",32,1,0.9999224152415991,0.0,0.9890521708875895,0.7083333134651184,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",1,1,0.9540454298257828,1.0,0.9540454298257828,0.5406250005960465,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",4,1,0.9995203167200089,0.0,0.991824559867382,0.5039583387970924,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",8,1,0.9995232541114092,0.0,0.98927360214293,0.4947916713356972,0.0
bdh_cq,bdh_cq/init_skip,eca47f97dfa3,init_skip,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",32,1,0.9999310970306396,0.0,0.98927360214293,0.4691666755080223,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,1,0.7071628868579865,1.0,0.7071628868579865,0.7935323243710533,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,1,0.9938772544264793,0.0,0.937897078692913,0.8047263560010426,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",8,1,0.9970514308661222,0.0,0.9348737057298422,0.7674129338406804,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",32,1,0.9994868151843548,0.0,0.9348737057298422,0.7437810995685521,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,1,0.7128331139683723,1.0,0.7128331139683723,0.8221392871728584,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,1,0.9933252707123756,0.0,0.934240072965622,0.8059701341301647,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",8,1,0.9971761368215084,0.0,0.9342652298510075,0.7773631820038184,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",32,1,0.9995460156351328,0.0,0.9342652298510075,0.7549751285296767,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,1,0.6909443065524101,1.0,0.6909443065524101,0.8068181682716716,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,1,0.9941321536898613,0.0,0.9307830333709717,0.7891413993907698,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",8,1,0.9971689097583294,0.0,0.931230777874589,0.7512626259615927,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",32,1,0.9995652567595243,0.0,0.931230777874589,0.7247474771557432,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",1,1,0.6806055679917336,1.0,0.6806055679917336,0.8016666531562805,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",4,1,0.9936370104551315,0.0,0.9342543482780457,0.7941666534543037,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",8,1,0.9971192758530378,0.0,0.9318282920867205,0.7566666629910469,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",32,1,0.9995420556515455,0.0,0.9318282920867205,0.7491666692495346,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",1,1,0.7072426080703735,1.0,0.7072426080703735,0.7916666534543038,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",4,1,0.9936962798237801,0.0,0.9332507327198982,0.7783333212137222,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",8,1,0.9969935845583677,0.0,0.930998221039772,0.7474999964237213,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",32,1,0.9994866456836462,0.0,0.930998221039772,0.75750000461936,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",1,1,0.8895598128437996,1.0,0.8895598128437996,0.7183333206176757,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",4,1,0.996619924902916,0.0,0.9619912430644035,0.7093749845027923,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",8,1,0.9995712768286467,0.0,0.961687820032239,0.7070833176374436,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,strong,"{""dim"": 1, ""distance"": 12, ""length"": 48, ""n_sources"": 1}",32,1,0.9999486766755581,0.0,0.961687820032239,0.7087499821186065,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",1,1,0.8903010711073875,1.0,0.8903010711073875,0.5885416668653488,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",4,1,0.9959195330739021,0.0,0.9626960456371307,0.5570833322405815,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",8,1,0.9996250104159117,0.0,0.9620958995074034,0.5466666676104068,0.0
bdh_cq,bdh_cq/plain,3d6407474980,plain,propagate,strong,"{""dim"": 1, ""distance"": 24, ""length"": 48, ""n_sources"": 1}",32,1,0.9999525416642427,0.0,0.9620958995074034,0.5300000038743019,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",1,3,0.24996655682722727,1.0,0.24996655682722727,0.9998336660409878,0.9980039920159681
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",2,3,0.8471043035387993,0.0,0.8471043035387993,0.9999168330204938,0.999001996007984
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",4,3,0.880449540913105,0.0,0.8429638917247454,0.9996673320224899,0.9970059880239521
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",8,3,0.8583667452136675,0.0,0.8192564925799767,0.7420991299276105,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",16,3,0.7975383947292963,0.0,0.7778040071328481,0.7458416432023286,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",32,3,0.7847653988283128,0.0,0.7643220455696186,0.7470891561931717,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",1,3,0.23645442631095648,1.0,0.23645442631095648,0.9997497498094141,0.9969969969969971
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",2,3,0.8491579443216324,0.0,0.8491579443216324,0.998915582507461,0.9869869869869871
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,3,0.8610398645202318,0.0,0.8299084131916364,0.9999165832698047,0.998998998998999
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",8,3,0.9081906533489624,0.0,0.8262733264515797,0.6940273572136094,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",16,3,0.8068083450198174,0.0,0.80497578283151,0.7552552482446989,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",32,3,0.7953558363951743,0.0,0.7698393625517687,0.6839339447331739,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",1,3,0.2072219073306769,1.0,0.2072219073306769,1.0,1.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",2,3,0.8672616928815842,0.0,0.8672616928815842,1.0,1.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,3,0.8684616660078367,0.0,0.8376119683186213,0.9996663330792188,0.995995995995996
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",8,3,0.9636469160517057,0.0,0.8261112440377474,0.5838338352657773,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",16,3,0.7441548270483812,0.0,0.7311332126458486,0.7386553153858051,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",32,3,0.8257410510753592,0.0,0.7245574958312014,0.5600600575839912,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",1,3,0.21581468599227568,1.0,0.21581468599227568,0.9712777825196585,0.6926666666666668
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",2,3,0.8337731336553892,0.0,0.8337731336553892,0.9426666734218596,0.42799999999999994
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",4,3,0.8093481808900833,0.0,0.8013160079717636,0.9976666672229767,0.972
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",8,3,0.9617357812821865,0.0,0.7976178123305241,0.6132777781883876,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",16,3,0.7861449072758356,0.0,0.7312312188247839,0.6833333264986674,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 6, ""length"": 12, ""n_sources"": 1}",32,3,0.7629662854596972,0.0,0.7368960234646996,0.4850555570622285,0.0
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",1,3,0.17132682209679237,1.0,0.17132682209679237,0.8907222229639689,0.24933333333333332
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",2,3,0.8072347690661749,0.0,0.8072347690661749,0.8895000009139379,0.12466666666666666
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",4,3,0.7760325546065966,0.0,0.7445377483963966,0.9066111166874569,0.18533333333333335
bdh_cq,bdh_cq/plain,f0b8b7c55f92,plain,propagate,mild,"{""dim"": 1, ""distance"": 8, ""length"": 12, ""n_sources"": 1}",8,3,0.9370920173823833,0.0,0.7592879738658667,0.5793333282272021,0.0
